sample_id,noise_type,snr_db,system,enhancement_method,reference,hypothesis,wer,cer,duration_sec,avg_logprob,inference_ms,rtf
1089-134686-0000,white,5,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stewardener, turnips and carrots and brew potatoes and fast-looking pieces could be ladled out and thick pepper, flour-sacking sauce.",0.42857142857142855,0.22151898734177214,10.435,-0.5958669360091047,219.54058400297072,0.021038867657208502
1089-134686-0000,white,5,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be two for dinner, turn it from carrots and brew potatoes and fat and pew pew pew be ladled out, thick, peppered, lower fat and salt.",0.6071428571428571,0.2721518987341772,10.435,-0.7992196958892199,250.40108400571626,0.02399627062824305
1089-134686-0000,white,10,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be steward in her, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick, peppered, flower-fat and sauce.",0.32142857142857145,0.12025316455696203,10.435,-0.38537112420255487,240.48654099169653,0.023046146716980978
1089-134686-0000,white,10,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stewardener, turnips and carrots and brew potatoes and fat and people to be ladled out to thick pepper and flour fat and sauce.",0.42857142857142855,0.1962025316455696,10.435,-0.7040512693532999,321.1862919997657,0.030779711739316307
1089-134686-0000,white,10,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick, peppered, flower-fat and sauce.",0.25,0.0759493670886076,10.435,-0.38028079132701076,251.56266600242816,0.024107586583845535
1089-134686-0000,white,10,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stewardener, turnips and carrots and brew potatoes and fat and people to be ladled out to thick pepper and flour fat and sauce.",0.42857142857142855,0.1962025316455696,10.435,-0.7040512693532999,322.72941699193325,0.03092759147023797
1089-134686-0000,white,15,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fattened sauce.",0.21428571428571427,0.04430379746835443,10.435,-0.28351865099235013,243.9402909949422,0.023377124196927855
1089-134686-0000,white,15,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stewardener, turnips and carrots and brew potatoes and fast-button pieces to be ladled out and thick, peppered, flower-fat and sauce.",0.42857142857142855,0.15822784810126583,10.435,-0.5223982389583144,223.4283330035396,0.021411435841259183
1089-134686-0000,white,15,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fath and sauce.",0.21428571428571427,0.06962025316455696,10.435,-0.3270513178272681,246.2365000101272,0.02359717297653351
1089-134686-0000,white,15,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stewardener, turnips and carrots and brew potatoes and fast-button pieces to be ladled out and thick, peppered, flower-fat and sauce.",0.42857142857142855,0.15822784810126583,10.435,-0.5223982389583144,223.54320899466984,0.021422444561060835
1089-134686-0000,white,20,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fattened sauce.",0.21428571428571427,0.04430379746835443,10.435,-0.25616937604817475,232.44574999262113,0.02227558696623106
1089-134686-0000,white,20,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.4409842410435279,263.43712500238325,0.02524553186414789
1089-134686-0000,white,20,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fathan sauce.",0.21428571428571427,0.06962025316455696,10.435,-0.3389785865491087,228.27820800011978,0.021876205845723026
1089-134686-0000,white,20,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.4409842410435279,260.2263330045389,0.024937837374656338
1089-134686-0000,pink,-5,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower fat and sauce.",0.21428571428571427,0.056962025316455694,10.435,-0.29238828644156456,216.70299999823328,0.020766938188618425
1089-134686-0000,pink,-5,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and bath-button pieces to be ladled out, thick, peppered, flower-fast sauce.",0.39285714285714285,0.12658227848101267,10.435,-0.39562663228012795,216.65608399780467,0.02076244216557783
1089-134686-0000,pink,-5,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.3097493764830799,239.10708300536498,0.02291395141402635
1089-134686-0000,pink,-5,adaptive,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower fat and sauce.",0.21428571428571427,0.056962025316455694,10.435,-0.29238828644156456,233.4612080012448,0.022372899664709612
1089-134686-0000,pink,0,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat-mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.32142857142857145,0.0759493670886076,10.435,-0.41366056520111705,259.7633749974193,0.024893471489929975
1089-134686-0000,pink,0,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out, thick, peppered, flower-fat sauce.",0.32142857142857145,0.10126582278481013,10.435,-0.3432639924491324,255.76470799569506,0.02451027388554816
1089-134686-0000,pink,0,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.31517307932783917,254.96629100234713,0.024433760517714148
1089-134686-0000,pink,0,adaptive,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat-mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.32142857142857145,0.0759493670886076,10.435,-0.41366056520111705,265.3577910095919,0.02542959185525557
1089-134686-0000,pink,5,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.30238491712614546,246.8522500130348,0.02365618112247578
1089-134686-0000,pink,5,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.34976951352187563,230.26925000885967,0.0220670100631394
1089-134686-0000,pink,5,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered flower-fat and sauce.",0.17857142857142858,0.056962025316455694,10.435,-0.31016198368299575,253.2364999933634,0.024267992332857057
1089-134686-0000,pink,5,adaptive,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.30238491712614546,248.5779579874361,0.023821558024670442
1089-134686-0000,pink,10,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fatened sauce.",0.21428571428571427,0.05063291139240506,10.435,-0.3062571453493695,259.967666992452,0.02491304906492113
1089-134686-0000,pink,10,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.3280192549739565,246.1786670028232,0.023591630762129678
1089-134686-0000,pink,10,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered flower-fat and sauce.",0.17857142857142858,0.056962025316455694,10.435,-0.324624131832804,251.27554099890403,0.024080071010915576
1089-134686-0000,pink,10,adaptive,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fatened sauce.",0.21428571428571427,0.05063291139240506,10.435,-0.3062571453493695,247.56237500696443,0.02372423334997263
1089-134686-0000,pink,15,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fatened sauce.",0.21428571428571427,0.05063291139240506,10.435,-0.30434580320535704,263.0936250061495,0.025212613800301823
1089-134686-0000,pink,15,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.3552734823453994,265.7304999884218,0.025465309054951778
1089-134686-0000,pink,15,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.32651569785141366,241.78079100965988,0.023170176426416854
1089-134686-0000,pink,15,adaptive,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fatened sauce.",0.21428571428571427,0.05063291139240506,10.435,-0.30434580320535704,234.88283299957402,0.022509135888794825
1089-134686-0000,pink,20,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.3304764991853295,263.1384170090314,0.025216906277818054
1089-134686-0000,pink,20,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.3112805859987126,246.8479160015704,0.023655765788363238
1089-134686-0000,pink,20,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.32476838042096395,262.07287500437815,0.02511479396304534
1089-134686-0000,pink,20,adaptive,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.3304764991853295,229.05399999581277,0.021950551029785603
1089-134686-0000,babble,-5,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,He hopes they would be pleased with it and turn it to the carrots and to the table and fast. But it's been amazing how they put their troubles back in the spot.,0.9642857142857143,0.5822784810126582,10.435,-1.0692575501232613,1655.1215840008808,0.15861251403937526
1089-134686-0000,babble,-5,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"We hope they get to do it with the men. Turn it into the carrot. You can take it back, but you can make it happen. Take it. Cover, cover, cover, cover.",1.1428571428571428,0.6962025316455697,10.435,-0.7882575380305449,247.04724999901373,0.023674868231817317
1089-134686-0000,babble,-5,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hopes they would be pleased with it, and it's some carrots and fruit that came out as fast as much as he could be able to have a thick, thicker, solid set of salt.",1.0357142857142858,0.5949367088607594,10.435,-0.9944374967128673,523.0905000062194,0.05012846190763961
1089-134686-0000,babble,-5,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"We hope they get to do it with the men. Turn it into the carrot. You can take it back, but you can make it happen. Take it. Cover, cover, cover, cover.",1.1428571428571428,0.6962025316455697,10.435,-0.7882575380305449,244.65987499570474,0.02344608289369475
1089-134686-0000,babble,0,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hopes they would be too good in her, turn it some carrots and food potatoes and fat and buttermilk pieces to be ladled out and thick, peppered, flowers fat and soft.",0.6785714285714286,0.3227848101265823,10.435,-0.8003586504194472,230.14766699634492,0.02205535860051221
1089-134686-0000,babble,0,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"We hope there would be two for dinner, turn it into a carrot and glue the tingles and fat but we may even have thick pepper and salad fat as well.",0.8571428571428571,0.44936708860759494,10.435,-0.8939468532800674,255.79558301251382,0.02451323267968508
1089-134686-0000,babble,0,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hopes there would be steward dinner, turnips and carrots and fruit potatoes and fat and musking pieces to be labeled out and thick, tempered, flower-backed sauce.",0.5,0.22151898734177214,10.435,-0.7860451791344619,234.3867500021588,0.022461595591965384
1089-134686-0000,babble,0,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"We hope there would be two for dinner, turn it into a carrot and glue the tingles and fat but we may even have thick pepper and salad fat as well.",0.8571428571428571,0.44936708860759494,10.435,-0.8939468532800674,219.55400001024827,0.02104015333112106
1089-134686-0000,babble,5,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be steward in her, turnips and carrots and brew potatoes and fat and mutton pieces to be ladled out and thick, peppered, flowers fat and soft.",0.42857142857142855,0.189873417721519,10.435,-0.48069933598691766,234.38100000203121,0.022461044561766286
1089-134686-0000,babble,5,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be two for dinner, turn it from carrots and brew the tables and bat-button pieces to be labeled out, thick, peppered, sour, bat-button, fog.",0.6428571428571429,0.2974683544303797,10.435,-0.8631643589506758,235.26812500494998,0.02254605893674652
1089-134686-0000,babble,5,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be steward dinner, turnips and carrots and brew potatoes and fat and mucking pieces to be ladled out and thick, peppered, flower-fat and sauce.",0.42857142857142855,0.17721518987341772,10.435,-0.4653132117607377,251.13137500011362,0.024066255390523584
1089-134686-0000,babble,5,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be two for dinner, turn it from carrots and brew the tables and bat-button pieces to be labeled out, thick, peppered, sour, bat-button, fog.",0.6428571428571429,0.2974683544303797,10.435,-0.8631643589506758,232.75204199308064,0.022304939338100682
1089-134686-0000,babble,10,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat and mucking pieces to be ladled out and thick, peppered, flower-fastened sauce.",0.32142857142857145,0.11392405063291139,10.435,-0.3760927448218519,254.85420899349265,0.024423019548969107
1089-134686-0000,babble,10,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be steward in her, turn it some carrots and brew potatoes and fat and button pieces to be ladled out and thick pepper and flour fat and sauce.",0.5357142857142857,0.2088607594936709,10.435,-0.5182658753743986,226.74362499674316,0.02172914470500653
1089-134686-0000,babble,10,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be steward dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick, peppered, flower-fat and sauce.",0.32142857142857145,0.10126582278481013,10.435,-0.38868189412494036,257.67391599947587,0.02469323584086975
1089-134686-0000,babble,10,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be steward in her, turn it some carrots and brew potatoes and fat and button pieces to be ladled out and thick pepper and flour fat and sauce.",0.5357142857142857,0.2088607594936709,10.435,-0.5182658753743986,228.22374998941086,0.021870987061754752
1089-134686-0000,babble,15,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.2978096133054689,261.69745899096597,0.025078817344606225
1089-134686-0000,babble,15,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and grooves to potatoes, and fat and button pieces to be ladled out, and thick, peppered, flower fat and sauce.",0.5,0.16455696202531644,10.435,-0.40381819981595746,249.65958300163038,0.023925211595747998
1089-134686-0000,babble,15,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.30198591670324637,222.27841700077988,0.02130123785345279
1089-134686-0000,babble,15,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and grooves to potatoes, and fat and button pieces to be ladled out, and thick, peppered, flower fat and sauce.",0.5,0.16455696202531644,10.435,-0.40381819981595746,229.9417500034906,0.022035625299807435
1089-134686-0000,babble,20,raw,none,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.26658683322196786,248.57099998916965,0.02382089123039479
1089-134686-0000,babble,20,wiener,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat-button pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.32142857142857145,0.08227848101265822,10.435,-0.4603332287321488,268.5089999868069,0.02573157642422682
1089-134686-0000,babble,20,spectral_sub,spectral_subtraction,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.21428571428571427,0.06329113924050633,10.435,-0.27676243560258734,231.16366600152105,0.022152723143413613
1089-134686-0000,babble,20,adaptive,wiener,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat-button pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.32142857142857145,0.08227848101265822,10.435,-0.4603332287321488,257.65754099120386,0.02469166660193616
